abjecte,3.92
abjectement,0.07
abjectes,3.92
abjection,2.30
abjections,2.30
abjects,3.92
abjurant,1.28
abjuration,0.47
abjurations,0.47
abjure,1.28
abjurer,1.28
abjurez,1.28
abjurons,1.28
abjuré,1.28
abkhaze,0.07
ablatif,0.14
ablation,1.35
ablations,1.35
able,0.14
ablette,0.95
ablettes,0.95
ablution,1.55
ablutions,1.55
abnégation,3.58
aboi,3.58
aboie,11.82
aboiement,5.95
aboiements,5.95
aboient,11.82
aboiera,11.82
aboierait,11.82
aboieront,11.82
aboies,11.82
abois,3.58
aboli,2.57
abolie,2.57
abolies,2.57
abolir,9.32
abolira,9.32
abolirait,9.32
aboliras,9.32
abolis,2.57
abolissaient,9.32
abolissais,9.32
abolissait,9.32
abolissant,9.32
abolissent,9.32
abolissions,9.32
abolissons,9.32
abolit,9.32
abolition,1.49
abolitionniste,0.07
abolitionnistes,0.07
abominable,11.22
abominablement,0.68
abominables,11.22
abominaient,0.54
abomination,4.53
abominations,4.53
abomine,0.54
abominer,0.54
abonda,4.59
abondai,4.59
abondaient,4.59
abondais,4.59
abondait,4.59
abondamment,4.93
abondance,9.39
abondant,7.03
abondante,7.03
abondantes,7.03
abondants,7.03
abondassent,4.59
abonde,4.59
abondent,4.59
abonder,4.59
abondé,4.59
abonnai,2.09
abonnant,2.09
abonne,2.09
abonnement,1.62
abonnements,1.62
abonner,2.09
abonnez,2.09
abonnât,2.09
abonné,2.09
abonnée,2.09
abonnées,2.09
abonnés,2.09
abord,19.05
aborda,33.18
abordable,0.20
abordables,0.20
abordage,1.49
abordages,1.49
abordai,33.18
abordaient,33.18
abordais,33.18
abordait,33.18
abordant,33.18
aborde,33.18
abordent,33.18
aborder,33.18
abordera,33.18
aborderai,33.18
aborderaient,33.18
aborderais,33.18
aborderait,33.18
aborderiez,33.18
aborderions,33.18
aborderons,33.18
aborderont,33.18
abordes,33.18
abordez,33.18
abordiez,33.18
abordions,33.18
abordons,33.18
abords,19.05
abordâmes,33.18
abordèrent,33.18
abordé,33.18
abordée,33.18
abordées,33.18
abordés,33.18
aborigène,0.07
aborigènes,0.07
abornement,0.07
abortif,0.34
abortive,0.34
abortives,0.34
abouchaient,0.81
abouchais,0.81
abouchait,0.81
abouchant,0.81
abouchements,0.07
aboucher,0.81
abouché,0.81
abouchée,0.81
abouchés,0.81
aboule,0.61
abouler,0.61
aboules,0.61
aboulez,0.61
aboulie,0.14
aboulique,0.07
abouliques,0.14
abounas,0.07
about,0.47
aboutait,0.14
abouti,0.20
aboutie,0.20
aboutir,25.81
aboutira,25.81
aboutirai,25.81
aboutiraient,25.81
aboutirais,25.81
aboutirait,25.81
aboutiras,25.81
aboutirent,25.81
aboutirons,25.81
aboutiront,25.81
aboutis,0.20
aboutissaient,25.81
aboutissait,25.81
aboutissant,25.81
aboutissants,0.95
aboutisse,25.81
aboutissement,4.05
aboutissent,25.81
aboutissez,25.81
aboutissiez,25.81
aboutissions,25.81
aboutit,25.81
aboutonnai,0.07
aboutons,0.14
aboutîmes,25.81
aboya,11.82
aboyaient,11.82
aboyait,11.82
aboyant,0.20
aboyante,0.20
aboyer,11.82
aboyeur,0.14
aboyeurs,0.14
aboyons,11.82
aboyèrent,11.82
aboyé,11.82
abracadabra,0.27
abracadabrant,0.68
abracadabrante,0.68
abracadabrantes,0.68
abracadabrants,0.68
abracadabré,0.00
abrasif,0.27
abrasifs,0.27
abrasion,0.14
abrasive,0.27
abrasé,0.07
abraxas,0.00
abreuva,6.22
abreuvage,0.07
abreuvaient,6.22
abreuvait,6.22
abreuvant,6.22
abreuve,6.22
abreuvent,6.22
abreuver,6.22
abreuvera,6.22
abreuveraient,6.22
abreuvez,6.22
abreuvoir,3.92
abreuvoirs,3.92
abreuvons,6.22
abreuvé,6.22
abreuvée,6.22
abreuvés,6.22
abri,56.76
abri-refuge,0.07
abribus,0.14
abricot,0.68
abricotez,0.00
abricotier,0.41
abricotiers,0.41
abricotine,0.07
abricots,2.50
abris,56.76
abrita,26.22
abritai,26.22
abritaient,26.22
abritais,26.22
abritait,26.22
abritant,0.00
abrite,26.22
abritent,26.22
abriter,26.22
abritera,26.22
abriterait,26.22
abriterons,26.22
abriteront,26.22
abrites,26.22
abritez,26.22
abritiez,26.22
abritions,26.22
abritons,26.22
abritâmes,26.22
abritèrent,26.22
abrité,26.22
abritée,26.22
abritées,26.22
abrités,26.22
abrogation,0.14
abrogent,0.34
abroger,0.34
abrogé,0.34
abrogée,0.34
abrogées,0.34
abrogés,0.34
abrupt,7.43
abrupte,7.43
abruptement,2.03
abruptes,7.43
abrupts,7.43
abruti,4.66
abrutie,4.66
abruties,4.66
abrutir,6.01
abrutira,6.01
abrutis,4.66
abrutissaient,6.01
abrutissais,6.01
abrutissait,6.01
abrutissant,6.01
abrutissante,0.41
abrutissantes,0.41
abrutissants,0.41
abrutissement,1.42
abrutissent,6.01
abrutisseur,0.07
abrutissions,6.01
abrutit,6.01
abrège,4.86
abrègent,4.86
abrégea,4.86
abrégeai,4.86
abrégeaient,4.86
abrégeait,4.86
abrégeant,4.86
abrégeons,4.86
abréger,4.86
abrégera,4.86
abrégerai,4.86
abrégerait,4.86
abrégez,4.86
abrégeât,4.86
abrégé,4.86
abrégée,4.86
abrégés,0.41
abréviatif,0.07
abréviation,0.95
abréviations,0.95
abscisse,0.00
abscission,0.07
abscons,0.68
absconse,0.68
absconses,0.68
absence,76.28
absences,76.28
absent,29.80
absenta,6.01
absentai,6.01
absentaient,6.01
absentais,6.01
absentait,6.01
absentant,6.01
absente,29.80
absenter,6.01
absentera,6.01
absenterai,6.01
absenterait,6.01
absentes,29.80
absents,29.80
absentèrent,6.01
absenté,6.01
absentée,6.01
absentéisme,0.20
absentéiste,0.00
absentés,6.01
abside,1.62
absides,1.62
absidiales,0.14
absidiole,0.07
absinthant,0.07
absinthe,2.91
absolu,34.39
absolue,34.39
absolues,34.39
absolument,63.45
absolus,34.39
absolution,2.50
absolutisme,0.68
absolvaient,3.72
absolvait,3.72
absolvant,0.14
absolve,3.72
absolvent,3.72
absolves,3.72
absorba,28.65
absorbables,0.07
absorbai,28.65
absorbaient,28.65
absorbais,28.65
absorbait,28.65
absorbant,1.35
absorbante,1.35
absorbantes,1.35
absorbants,1.35
absorbe,28.65
absorbent,28.65
absorber,28.65
absorbera,28.65
absorberai,28.65
absorberaient,28.65
absorberait,28.65
absorbeur,0.00
absorbez,28.65
absorbions,28.65
absorbons,28.65
absorbèrent,28.65
absorbé,28.65
absorbée,28.65
absorbées,28.65
absorbés,28.65
absorption,2.03
absorptions,2.03
absoudrai,3.72
absoudrait,3.72
absoudre,3.72
absoudriez,3.72
absous,3.72
absout,3.72
absoute,3.72
absoutes,3.72
abstenaient,8.78
abstenais,8.78
abstenait,8.78
abstenant,8.78
abstenez,8.78
absteniez,8.78
abstenions,8.78
abstenir,8.78
abstenons,8.78
abstention,1.28
abstentionniste,0.14
abstentionnistes,0.14
abstenu,8.78
abstenue,8.78
abstenues,8.78
abstenus,8.78
abstiendrai,8.78
abstiendraient,8.78
abstiendrais,8.78
abstiendrait,8.78
abstiendras,8.78
abstiendrions,8.78
abstiendrons,8.78
abstiendront,8.78
abstienne,8.78
abstiennent,8.78
abstiennes,8.78
abstiens,8.78
abstient,8.78
abstinence,1.62
abstinences,1.62
abstinent,0.00
abstinente,0.00
abstinrent,8.78
abstins,8.78
abstint,8.78
abstraction,2.97
abstractions,2.97
abstraire,3.18
abstrais,3.18
abstrait,3.18
abstraite,3.18
abstraitement,0.34
abstraites,3.18
abstraits,3.18
abstrus,0.61
abstruse,0.61
abstruses,0.61
abstînt,8.78
absurde,30.95
absurdement,3.72
absurdes,30.95
absurdistes,0.07
absurdité,6.28
absurdités,6.28
abus,8.58
abusa,14.26
abusai,14.26
abusaient,14.26
abusais,14.26
abusait,14.26
abusant,14.26
abuse,14.26
abusent,14.26
abuser,14.26
abusera,14.26
abuserai,14.26
abuserais,14.26
abuserait,14.26
abuserez,14.26
abuseriez,14.26
abuses,14.26
abuseur,0.00
abusez,14.26
abusiez,14.26
abusif,1.82
abusifs,1.82
abusive,1.82
abusivement,1.15
abusives,1.82
abusons,14.26
abusèrent,14.26
abusé,14.26
abusée,14.26
abusées,14.26
abusés,14.26
abyme,0.07
abyssal,0.74
abyssale,0.74
abyssales,0.74
abysse,0.41
abysses,0.41
abyssin,0.20
abyssinien,0.00
abyssinienne,0.00
abyssins,0.20
abâtardi,0.41
abâtardie,0.07
abâtardies,0.41
abâtardir,0.41
abâtardirai,0.41
abâtardissant,0.41
abécédaire,0.07
abêti,0.27
abêties,0.27
abêtir,1.28
abêtis,0.27
abêtissait,1.28
abêtissement,0.54
abêtit,1.28
abîma,21.69
abîmai,21.69
abîmaient,21.69
abîmait,21.69
abîmant,21.69
abîme,20.61
abîment,21.69
abîmer,21.69
abîmera,21.69
abîmerai,21.69
abîmerais,21.69
abîmerait,21.69
abîmeras,21.69
abîmerez,21.69
abîmeront,21.69
abîmes,20.61
abîmez,21.69
abîmions,21.69
abîmons,21.69
abîmé,21.69
abîmée,21.69
abîmées,21.69
abîmés,21.69
acabit,1.62
acabits,1.62
acacia,6.35
acacias,6.35
acadien,0.00
acadienne,0.00
acadiens,0.07
académicien,1.55
académiciens,1.55
académie,9.46
académies,9.46
académique,1.15
académiquement,0.14
académiques,1.15
académisme,0.27
académisé,0.07
acagnardai,0.74
acagnardait,0.74
acagnarder,0.74
acagnardé,0.74
acagnardée,0.74
acajou,1.62
acajous,5.95
acanthe,0.61
acanthes,0.61
acariens,0.07
acariâtre,1.55
acariâtres,1.55
accabla,21.28
accablai,21.28
accablaient,21.28
accablais,21.28
accablait,21.28
accablant,5.41
accablante,5.41
accablantes,5.41
accablants,5.41
accable,21.28
accablement,3.72
accablements,3.72
accablent,21.28
accabler,21.28
accableraient,21.28
accablez,21.28
accablions,21.28
accablât,21.28
accablèrent,21.28
accablé,21.28
accablée,21.28
accablées,21.28
accablés,21.28
accalmie,3.72
accalmies,3.72
accalmit,0.07
accapara,3.99
accaparaient,3.99
accaparait,3.99
accaparant,0.07
accaparante,0.07
accapare,3.99
accaparer,3.99
accaparerait,3.99
accapareur,0.00
accaparez,3.99
accaparé,3.99
accaparée,3.99
accaparées,3.99
accaparés,3.99
accastillage,0.20
accastillages,0.20
accelerando,0.14
accent,45.54
accenteur,0.00
accents,45.54
accentua,16.15
accentuai,16.15
accentuaient,16.15
accentuais,16.15
accentuait,16.15
accentuant,16.15
accentuation,0.14
accentue,16.15
accentuent,16.15
accentuer,16.15
accentuerait,16.15
accentuez,16.15
accentuât,16.15
accentuèrent,16.15
accentué,16.15
accentuée,16.15
accentuées,16.15
accentués,16.15
accepta,144.66
acceptable,4.39
acceptables,4.39
acceptai,144.66
acceptaient,144.66
acceptais,144.66
acceptait,144.66
acceptant,0.14
acceptassent,144.66
acceptasses,144.66
acceptation,4.39
acceptations,4.39
accepte,144.66
acceptent,144.66
accepter,144.66
acceptera,144.66
accepterai,144.66
accepteraient,144.66
accepterais,144.66
accepterait,144.66
accepteras,144.66
accepterez,144.66
accepteriez,144.66
accepterions,144.66
accepterons,144.66
accepteront,144.66
acceptes,144.66
acceptez,144.66
acceptiez,144.66
acception,0.47
acceptions,0.47
acceptons,144.66
acceptâmes,144.66
acceptât,144.66
acceptèrent,144.66
accepté,144.66
acceptée,144.66
acceptées,144.66
acceptés,144.66
accesseurs,0.07
accessibilité,0.00
accessible,5.74
accessibles,5.74
accession,1.22
accessit,0.07
accessoire,2.84
accessoirement,0.88
accessoires,2.84
accessoirise,0.00
accessoiriser,0.00
accessoiriste,0.14
accessoiristes,0.14
accident,44.80
accidente,0.27
accidentel,3.45
accidentelle,3.45
accidentellement,0.81
accidentelles,3.45
accidentels,3.45
accidenter,0.27
accidents,44.80
accidenté,0.27
accidentée,0.27
accidentées,1.42
accidentés,1.42
acclama,5.81
acclamaient,5.81
acclamait,5.81
acclamant,5.81
acclamation,4.66
acclamations,4.66
acclame,5.81
acclament,5.81
acclamer,5.81
acclamera,5.81
acclamerait,5.81
acclameront,5.81
acclamez,5.81
acclamiez,5.81
acclamons,5.81
acclamé,5.81
acclamée,5.81
acclamées,5.81
acclamés,5.81
acclimata,1.96
acclimatai,1.96
acclimatation,0.81
acclimate,1.96
acclimatement,0.14
acclimatent,1.96
acclimater,1.96
acclimaterait,1.96
acclimates,1.96
acclimatez,1.96
acclimaté,1.96
acclimatés,1.96
accointance,0.88
accointances,0.88
accointé,0.14
accointés,0.14
accola,2.70
accolade,2.23
accolades,2.23
accolait,2.70
accolant,2.70
accole,2.70
accolement,0.07
accolent,2.70
accoler,2.70
accolerais,2.70
accolé,2.70
accolée,2.70
accolées,2.70
accolés,2.70
accommoda,14.19
accommodai,14.19
accommodaient,14.19
accommodais,14.19
accommodait,14.19
accommodant,0.47
accommodante,0.47
accommodantes,0.47
accommodants,0.47
accommodation,0.41
accommodatrices,0.07
accommode,14.19
accommodement,1.01
accommodements,1.01
accommodent,14.19
accommoder,14.19
accommodera,14.19
accommoderai,14.19
accommoderaient,14.19
accommoderais,14.19
accommoderait,14.19
accommoderez,14.19
accommoderions,14.19
accommoderont,14.19
accommodions,14.19
accommodons,14.19
accommodât,14.19
accommodèrent,14.19
accommodé,14.19
accommodée,14.19
accommodés,14.19
accompagna,124.46
accompagnai,124.46
accompagnaient,124.46
accompagnais,124.46
accompagnait,124.46
accompagnant,0.27
accompagnateur,1.01
accompagnateurs,1.01
accompagnatrice,1.01
accompagnatrices,1.01
accompagne,124.46
accompagnement,2.57
accompagnements,2.57
accompagnent,124.46
accompagner,124.46
accompagnera,124.46
accompagnerai,124.46
accompagneraient,124.46
accompagnerais,124.46
accompagnerait,124.46
accompagneras,124.46
accompagnerez,124.46
accompagneriez,124.46
accompagnerons,124.46
accompagneront,124.46
accompagnes,124.46
accompagnez,124.46
accompagniez,124.46
accompagnions,124.46
accompagnons,124.46
accompagnâmes,124.46
accompagnât,124.46
accompagnèrent,124.46
accompagné,124.46
accompagnée,124.46
accompagnées,124.46
accompagnés,124.46
accompli,10.54
accomplie,10.54
accomplies,10.54
accomplir,55.20
accomplira,55.20
accomplirai,55.20
accompliraient,55.20
accomplirais,55.20
accomplirait,55.20
accompliras,55.20
accomplirent,55.20
accomplirez,55.20
accomplirons,55.20
accompliront,55.20
accomplis,10.54
accomplissaient,55.20
accomplissais,55.20
accomplissait,55.20
accomplissant,55.20
accomplisse,55.20
accomplissement,4.46
accomplissements,4.46
accomplissent,55.20
accomplissez,55.20
accomplissiez,55.20
accomplissions,55.20
accomplissons,55.20
accomplit,55.20
accomplît,55.20
accord,136.15
accorda,67.84
accordai,67.84
accordaient,67.84
accordailles,0.07
accordais,67.84
accordait,67.84
accordant,67.84
accordas,67.84
accordassent,67.84
accorde,67.84
accordement,0.07
accordent,67.84
accorder,67.84
accordera,67.84
accorderai,67.84
accorderaient,67.84
accorderais,67.84
accorderait,67.84
accorderas,67.84
accorderez,67.84
accorderiez,67.84
accorderons,67.84
accorderont,67.84
accordes,67.84
accordeur,0.61
accordez,67.84
accordiez,67.84
accordions,67.84
accordo,0.07
accordons,67.84
accords,136.15
accordât,67.84
accordèrent,67.84
accordé,67.84
accordée,67.84
accordées,67.84
accordéon,5.47
accordéoniste,1.69
accordéonistes,1.69
accordéons,5.47
accordés,67.84
accore,0.14
accores,0.07
accort,0.68
accorte,0.68
accortes,0.68
accorts,0.68
accosta,4.19
accostage,0.88
accostaient,4.19
accostais,4.19
accostait,4.19
accostant,0.07
accoste,4.19
accostent,4.19
accoster,4.19
accosterez,4.19
accosterons,4.19
accostez,4.19
accostiez,4.19
accostons,4.19
accosté,4.19
accostée,4.19
accostées,4.19
accota,2.43
accotaient,2.43
accotait,2.43
accotant,2.43
accote,2.43
accotement,1.42
accotements,1.42
accotent,2.43
accoter,2.43
accotoirs,0.07
accotons,2.43
accotèrent,2.43
accoté,2.43
accotée,2.43
accotées,2.43
accotés,2.43
accoucha,7.43
accouchaient,7.43
accouchais,7.43
accouchait,7.43
accouchant,0.00
accouche,7.43
accouchement,3.92
accouchements,3.92
accouchent,7.43
accoucher,7.43
accouchera,7.43
accoucherait,7.43
accoucheras,7.43
accouches,7.43
accoucheur,0.81
accoucheurs,0.81
accoucheuse,0.81
accouchez,7.43
accouché,7.43
accouchée,7.43
accouchées,1.15
accouchés,7.43
accouda,17.70
accoudai,17.70
accoudaient,17.70
accoudais,17.70
accoudait,17.70
accoudant,17.70
accoude,17.70
accouder,17.70
accoudions,17.70
accoudoir,5.20
accoudoirs,5.20
accoudons,17.70
accoudèrent,17.70
accoudé,17.70
accoudée,17.70
accoudées,17.70
accoudés,17.70
accoupla,3.24
accouplaient,3.24
accouplais,3.24
accouplait,3.24
accouplant,3.24
accouple,3.24
accouplement,2.50
accouplements,2.50
accouplent,3.24
accoupler,3.24
accouplera,3.24
accouplerait,3.24
accoupleront,3.24
accouplèrent,3.24
accouplé,3.24
accouplée,3.24
accouplées,3.24
accouplés,3.24
accouraient,19.05
accourais,19.05
accourait,19.05
accourant,19.05
accourcissant,0.07
accoure,19.05
accourent,19.05
accoures,19.05
accourez,19.05
accouriez,19.05
accourir,19.05
accourons,19.05
accourra,19.05
accourrai,19.05
accourraient,19.05
accourrais,19.05
accourrait,19.05
accourront,19.05
accours,19.05
accourt,19.05
accouru,19.05
accourue,19.05
accourues,19.05
accoururent,19.05
accourus,19.05
accourussent,19.05
accourut,19.05
accourût,19.05
accoutre,0.54
accoutrement,2.70
accoutrements,2.70
accoutré,0.54
accoutrée,0.54
accoutrés,0.54
accoutuma,9.12
accoutumai,9.12
accoutumaient,9.12
accoutumais,9.12
accoutumait,9.12
accoutumance,1.28
accoutumances,1.28
accoutumant,9.12
accoutume,9.12
accoutument,9.12
accoutumer,9.12
accoutumerait,9.12
accoutumé,9.12
accoutumée,9.12
accoutumées,9.12
accoutumés,9.12
accouvée,0.07
accras,0.00
accro,0.68
accroc,3.11
accrocha,99.93
accrochage,1.49
accrochages,1.49
accrochai,99.93
accrochaient,99.93
accrochais,99.93
accrochait,99.93
accrochant,0.20
accroche,0.27
accroche-coeur,0.74
accroche-coeurs,0.74
accrochent,99.93
accrocher,99.93
accrochera,99.93
accrocherai,99.93
accrocheraient,99.93
accrocherais,99.93
accrocherait,99.93
accrocherez,99.93
accrocheriez,99.93
accrocheront,99.93
accroches,0.27
accrocheur,0.34
accrocheurs,0.34
accrocheuse,0.34
accrocheuses,0.34
accrochez,99.93
accrochiez,99.93
accrochions,99.93
accrochons,99.93
accrochât,99.93
accrochèrent,99.93
accroché,99.93
accrochée,99.93
accrochées,99.93
accrochés,99.93
accrocs,3.11
accroire,0.54
accrois,11.15
accroissaient,11.15
accroissait,11.15
accroissant,11.15
accroisse,11.15
accroissement,1.28
accroissent,11.15
accroissez,11.15
accros,0.68
accroupi,8.24
accroupie,8.24
accroupies,8.24
accroupir,24.93
accroupirent,24.93
accroupis,8.24
accroupissaient,24.93
accroupissais,24.93
accroupissait,24.93
accroupissant,24.93
accroupisse,24.93
accroupissement,0.20
accroupissent,24.93
accroupissons,24.93
accroupit,24.93
accroît,11.15
accroîtra,11.15
accroîtrait,11.15
accroître,11.15
accroîtront,11.15
accru,11.15
accrue,11.15
accrues,11.15
accrurent,11.15
accrus,11.15
accrut,11.15
accrédita,1.55
accréditaient,1.55
accréditait,1.55
accréditant,1.55
accréditation,0.00
accréditations,0.00
accréditer,1.55
accréditif,0.07
accrédité,1.55
accréditée,1.55
accrédités,1.55
accrétion,0.00
accrût,11.15
accu,0.34
accueil,16.42
accueillaient,54.73
accueillais,54.73
accueillait,54.73
accueillant,5.07
accueillante,5.07
accueillantes,5.07
accueillants,5.07
accueille,54.73
accueillent,54.73
accueillera,54.73
accueillerai,54.73
accueilleraient,54.73
accueillerait,54.73
accueilleras,54.73
accueillerez,54.73
accueilleriez,54.73
accueillerons,54.73
accueilleront,54.73
accueilles,54.73
accueillez,54.73
accueilli,54.73
accueillie,54.73
accueillies,54.73
accueillir,54.73
accueillirent,54.73
accueillis,54.73
accueillit,54.73
accueillons,54.73
accueillît,54.73
accueils,16.42
accula,4.93
acculaient,4.93
acculais,4.93
acculait,4.93
acculant,4.93
accule,4.93
acculent,4.93
acculer,4.93
acculera,4.93
acculeraient,4.93
acculez,4.93
acculturation,0.00
acculât,4.93
acculèrent,4.93
acculé,4.93
acculée,4.93
acculées,4.93
acculés,4.93
accumula,24.53
accumulai,24.53
accumulaient,24.53
accumulais,24.53
accumulait,24.53
accumulant,24.53
accumulateur,0.14
accumulateurs,0.14
accumulation,3.78
accumulations,3.78
accumule,24.53
accumulent,24.53
accumuler,24.53
accumulerez,24.53
accumulez,24.53
accumulèrent,24.53
accumulé,24.53
accumulée,24.53
accumulées,24.53
accumulés,24.53
accus,0.34
accusa,39.93
accusai,39.93
accusaient,39.93
accusais,39.93
accusait,39.93
accusant,39.93
accusateur,1.42
accusateurs,1.42
accusatif,0.07
accusation,8.85
accusations,8.85
accusatoire,0.00
accusatrice,1.42
accusatrices,1.28
accuse,39.93
accusent,39.93
accuser,39.93
accusera,39.93
accuseraient,39.93
accuserais,39.93
accuserait,39.93
accuserez,39.93
accuseriez,39.93
accuserions,39.93
accuserons,39.93
accuseront,39.93
accuses,39.93
accusez,39.93
accusiez,39.93
accusions,39.93
accusons,39.93
accusât,39.93
accusèrent,39.93
accusé,39.93
accusée,39.93
accusées,39.93
accusés,39.93
accède,12.97
accèdent,12.97
accèdes,12.97
accès,23.78
accéda,12.97
accédai,12.97
accédaient,12.97
accédais,12.97
accédait,12.97
accédant,12.97
accéder,12.97
accédera,12.97
accéderai,12.97
accéderaient,12.97
accéderais,12.97
accéderait,12.97
accéderas,12.97
accédez,12.97
accédons,12.97
accédâmes,12.97
accédé,12.97
accélère,17.97
accélèrent,17.97
accélères,17.97
accéléra,17.97
accélérai,17.97
accéléraient,17.97
accélérais,17.97
accélérait,17.97
accélérant,0.00
accélérants,0.00
accélérateur,0.14
accélérateurs,0.14
accélération,3.11
accélérations,3.11
accélératrice,0.14
accélérer,17.97
accélérera,17.97
accélérerait,17.97
accéléreras,17.97
accélérez,17.97
accélériez,17.97
accélérons,17.97
accélérèrent,17.97
accéléré,17.97
accélérée,17.97
accélérées,17.97
accélérés,17.97
ace,0.00
acellulaire,0.00
acerbe,1.22
acerbes,1.22
acerbité,0.07
acetabulum,0.00
achalandage,0.07
achalandaient,0.07
achalandé,0.34
achalandée,0.34
achalandées,0.34
achalandés,0.07
achaler,0.00
achards,0.00
acharna,22.64
acharnai,22.64
acharnaient,22.64
acharnais,22.64
acharnait,22.64
acharnant,22.64
acharne,22.64
acharnement,8.24
acharnements,8.24
acharnent,22.64
acharner,22.64
acharnera,22.64
acharnerai,22.64
acharnerait,22.64
acharnes,22.64
acharnez,22.64
acharnèrent,22.64
acharné,22.64
acharnée,22.64
acharnées,22.64
acharnés,22.64
achat,16.96
achats,16.96
ache,0.20
achemina,6.15
acheminai,6.15
acheminaient,6.15
acheminait,6.15
acheminant,6.15
achemine,6.15
acheminement,0.47
acheminent,6.15
acheminer,6.15
achemineront,6.15
acheminons,6.15
acheminâmes,6.15
acheminèrent,6.15
acheminé,6.15
acheminée,6.15
acheminées,6.15
acheminés,6.15
aches,0.20
acheta,148.38
achetable,0.14
achetai,148.38
achetaient,148.38
achetais,148.38
achetait,148.38
achetant,148.38
achetassent,148.38
acheter,148.38
acheteur,5.47
acheteurs,5.47
acheteuse,5.47
acheteuses,5.47
achetez,148.38
achetiez,148.38
achetions,148.38
achetons,148.38
achetâmes,148.38
achetât,148.38
achetèrent,148.38
acheté,148.38
achetée,148.38
achetées,148.38
achetés,148.38
acheva,81.42
achevai,81.42
achevaient,81.42
achevais,81.42
achevait,81.42
achevant,81.42
achever,81.42
achevez,81.42
acheviez,81.42
achevions,81.42
achevons,81.42
achevâmes,81.42
achevât,81.42
achevèrent,81.42
achevé,81.42
achevée,81.42
achevées,81.42
achevés,81.42
achillée,0.00
achondroplasie,0.00
achondroplasies,0.00
achoppa,0.81
achoppai,0.81
achoppaient,0.81
achoppais,0.81
achoppait,0.81
achoppe,0.81
achoppement,0.14
achopper,0.81
achoppé,0.81
achoppée,0.81
achète,148.38
achètent,148.38
achètera,148.38
achèterai,148.38
achèteraient,148.38
achèterais,148.38
achèterait,148.38
achèteras,148.38
achèterez,148.38
achèteriez,148.38
achèterions,148.38
achèterons,148.38
achèteront,148.38
achètes,148.38
achève,81.42
achèvement,1.82
achèvements,1.82
achèvent,81.42
achèvera,81.42
achèverai,81.42
achèveraient,81.42
achèverait,81.42
